coef;guild;merchantid
0,52;Ассоциация Оливковых Торговцев;64215709
0,18;Гильдия Гончаров;66541087
0,13;Братство Кузнецов;94778220
0,29;Гильдия Августовских Торговцев;97789040
0,23;Ассоциация Оливковых Торговцев;108091544
0,45;Братство Кузнецов;66510198
0,89;Общество Ювелиров;96799103
0,59;Гильдия Августовских Торговцев;33920422
0,12;Ассоциация Оливковых Торговцев;6568844
0,63;Гильдия Пекарей;6486623
0,35;Гильдия Гончаров;303645341
0,95;Ассоциация Оливковых Торговцев;103541119
0,53;Объединение Фруктовых Садовников;32365065
0,71;Объединение Фруктовых Садовников;95957427
0,1;Гильдия Августовских Торговцев;65091203
0,19;Ассоциация Оливковых Торговцев;104548703
0,69;Гильдия Гончаров;39421446
0,52;Гильдия Августовских Торговцев;104032872
0,17;Ассоциация Оливковых Торговцев;54194613
0,55;Ассоциация Оливковых Торговцев;95926500
0,84;Ассоциация Оливковых Торговцев;39710210
0,37;Гильдия Гончаров;95911834
0,51;Гильдия Гончаров;64740650
0,7;Ассоциация Оливковых Торговцев;64723330
0,08;Объединение Рыбаков;103536051
0,06;Гильдия Августовских Торговцев;23207986
0,19;Братство Кузнецов;64625979
0,28;Гильдия Пекарей;33675390
0,4;Гильдия Гончаров;33658741
0,87;Гильдия Гончаров;33566883
0,34;Гильдия Пекарей;67562920
0,13;Ассоциация Оливковых Торговцев;64046326
0,93;Гильдия Пекарей;33417775
0,83;Гильдия Августовских Торговцев;304052849
0,4;Ассоциация Оливковых Торговцев;95893082
0,08;Ассоциация Оливковых Торговцев;5807909
0,51;Гильдия Гончаров;37917213
0,7;Гильдия Августовских Торговцев;67641053
0,63;Гильдия Гончаров;5766885
0,36;Ассоциация Оливковых Торговцев;302951327
0,78;Гильдия Гончаров;108212130
0,24;Объединение Фруктовых Садовников;95746054
0,85;Братство Кузнецов;63338192
0,06;Гильдия Пекарей;103463354
0,13;Ассоциация Оливковых Торговцев;103460499
0,58;Ассоциация Оливковых Торговцев;62980420
0,12;Союз Каменотесов;93472999
0,2;Гильдия Гончаров;96298045
0,09;Братство Кузнецов;95697573
0,78;Ассоциация Оливковых Торговцев;95691398
0,14;Гильдия Гончаров;62732635
0,53;Гильдия Августовских Торговцев;33167819
0,76;Ассоциация Оливковых Торговцев;95585864
0,24;Гильдия Гончаров;6744040
0,48;Ассоциация Оливковых Торговцев;56174842
0,09;Братство Кузнецов;92954891
0,16;Ассоциация Оливковых Торговцев;108295653
0,23;Объединение Фруктовых Садовников;62262137
0,78;Гильдия Пекарей;62249883
0,96;Гильдия Гончаров;99043408
0,13;Гильдия Парфюмеров;300252665
0,61;Ассоциация Оливковых Торговцев;92925678
0,2;Ассоциация Оливковых Торговцев;92863216
0,9;Ассоциация Оливковых Торговцев;92841862
0,68;Гильдия Августовских Торговцев;99778152
0,66;Гильдия Августовских Торговцев;60983416
0,07;Ассоциация Оливковых Торговцев;95530974
0,13;Ассоциация Оливковых Торговцев;92790830
0,34;Лига Стеклодувов;106960360
0,64;Братство Виноделов;94740915
0,39;Объединение Фруктовых Садовников;62233668
0,38;Ассоциация Оливковых Торговцев;300180191
0,11;Ассоциация Оливковых Торговцев;103451931
0,97;Ассоциация Оливковых Торговцев;301752831
0,2;Общество Ювелиров;103439086
0,45;Ассоциация Оливковых Торговцев;103397853
0,18;Братство Поставщиков Специй;5107986
0,8;Братство Поставщиков Специй;6558945
0,74;Ассоциация Оливковых Торговцев;99966042
0,41;Гильдия Гончаров;100222282
0,14;Ассоциация Оливковых Торговцев;57551916
0,19;Ассоциация Оливковых Торговцев;5560820
0,07;Гильдия Гончаров;95489123
0,28;Гильдия Пекарей;95432588
0,55;Гильдия Гончаров;92672617
0,44;Гильдия Гончаров;397681
0,56;Братство Кузнецов;1451468
0,43;Гильдия Гончаров;92666502
